@relation 'all_train-weka.filters.unsupervised.attribute.Remove-R1,502-515,517-519-weka.filters.unsupervised.attribute.Remove-R502-weka.filters.unsupervised.attribute.NumericTransform-R1-500-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.Remove-V-R21,360,4,51,283,461,76,479,201,312,77,343,483,263,485,356,74,398,274,217,214,282,134,286,25,95,90,54,154,73,344,465,222,92,347,207,326,348,315,166,96,131,430,188,329,352,264,17,160,357,501'

@attribute dim21 numeric
@attribute dim360 numeric
@attribute dim4 numeric
@attribute dim51 numeric
@attribute dim283 numeric
@attribute dim461 numeric
@attribute dim76 numeric
@attribute dim479 numeric
@attribute dim201 numeric
@attribute dim312 numeric
@attribute dim77 numeric
@attribute dim343 numeric
@attribute dim483 numeric
@attribute dim263 numeric
@attribute dim485 numeric
@attribute dim356 numeric
@attribute dim74 numeric
@attribute dim398 numeric
@attribute dim274 numeric
@attribute dim217 numeric
@attribute dim214 numeric
@attribute dim282 numeric
@attribute dim134 numeric
@attribute dim286 numeric
@attribute dim25 numeric
@attribute dim95 numeric
@attribute dim90 numeric
@attribute dim54 numeric
@attribute dim154 numeric
@attribute dim73 numeric
@attribute dim344 numeric
@attribute dim465 numeric
@attribute dim222 numeric
@attribute dim92 numeric
@attribute dim347 numeric
@attribute dim207 numeric
@attribute dim326 numeric
@attribute dim348 numeric
@attribute dim315 numeric
@attribute dim166 numeric
@attribute dim96 numeric
@attribute dim131 numeric
@attribute dim430 numeric
@attribute dim188 numeric
@attribute dim329 numeric
@attribute dim352 numeric
@attribute dim264 numeric
@attribute dim17 numeric
@attribute dim160 numeric
@attribute dim357 numeric
@attribute is_person {0,1}

@data
-5.431849,-5.768321,-6.279147,-5.431849,-5.672865,-5.991465,-5.362963,-6.684612,-6.279147,-5.431849,-5.768321,-8.069307,-6.461148,-6.279147,-5.991465,-5.431849,-5.431849,-5.873859,-5.505834,-6.124767,-6.279147,-6.124767,-7.377759,-6.684612,-6.684612,-5.585999,-6.124767,-5.768321,-5.991465,-6.461148,-6.684612,-5.873859,-5.991465,-6.124767,-5.672865,-6.279147,-5.991465,-5.768321,-5.768321,?,-6.279147,-6.972827,-5.362963,-7.377759,-6.124767,-6.124767,-6.124767,-6.124767,-5.873859,-5.768321,1
-7.049319,-6.356172,-7.049319,?,?,-5.439881,-7.049319,-7.049319,-3.615257,?,-7.049319,-7.049319,-5.950707,-6.356172,-6.356172,-7.049319,-6.356172,?,-7.049319,?,-6.356172,-5.950707,?,-7.049319,-7.049319,-5.950707,-5.950707,?,?,-6.356172,?,-4.564316,-6.356172,-7.049319,-7.049319,?,?,-5.950707,-7.049319,-7.049319,-7.049319,?,?,?,-5.663024,-7.049319,-7.049319,?,-4.158883,?,0
-6.749044,-7.846803,-5.90199,-7.154935,-5.768321,-7.154935,-6.749044,-7.846803,?,-6.749044,?,-7.846803,-5.768321,-7.154935,-5.90199,-7.846803,-7.846803,-6.749044,?,-6.055896,?,-5.139776,-7.846803,-6.055896,?,-7.154935,?,-6.055896,-5.90199,-7.154935,-6.238389,?,-7.846803,-6.461148,-7.846803,-7.846803,-6.238389,-7.846803,-7.154935,-5.768321,-7.846803,-6.055896,-7.154935,-5.90199,-6.749044,-7.154935,-5.90199,-7.154935,-6.461148,-5.650431,0
-6.601006,-7.294889,-6.378304,-6.601006,-6.195786,-6.378304,-6.041495,-7.294889,-5.279496,-5.908227,-6.041495,-6.601006,-6.195786,-6.195786,-6.041495,-6.601006,-6.888934,-6.601006,-6.888934,-6.041495,-6.378304,-7.294889,-5.58974,-6.378304,-5.684863,-6.601006,-6.041495,-5.908227,-5.908227,-6.041495,-5.58974,-5.790321,-6.041495,-7.986565,-6.041495,-5.58974,-5.908227,-6.041495,-6.601006,-6.041495,-7.986565,-5.684863,-6.041495,-6.378304,-5.908227,-5.908227,-6.041495,-7.294889,-7.294889,-5.790321,0
-6.055896,-6.238389,-7.846803,-5.650431,-6.238389,-6.055896,?,-7.154935,-7.154935,-6.749044,-6.749044,-7.154935,-5.545241,-6.749044,-7.154935,-4.628848,-7.154935,-6.461148,-5.545241,-6.749044,-7.846803,-6.749044,-7.154935,-6.238389,-7.154935,-6.055896,-6.749044,-6.749044,-7.846803,-7.154935,-6.461148,?,-5.768321,-6.238389,-7.846803,-6.749044,-6.749044,-7.154935,-6.238389,-7.846803,-6.238389,-7.154935,-6.238389,-6.055896,-7.154935,-6.461148,-7.154935,-7.154935,?,-6.749044,0
-6.378304,?,-7.986565,-6.888934,-7.986565,-7.986565,-7.294889,-7.986565,-3.944495,-7.986565,?,-7.986565,-7.294889,?,-7.294889,-7.294889,-7.294889,-7.294889,-7.986565,-6.378304,?,-7.986565,?,?,?,?,-7.294889,-7.294889,-6.378304,-7.986565,?,-4.349908,-6.888934,-7.294889,-6.195786,-6.888934,-7.986565,-7.294889,-7.986565,-5.790321,-6.601006,?,-6.888934,-6.601006,?,?,-7.986565,-6.601006,-6.378304,-6.601006,1
-5.124028,-5.950707,-5.699392,-5.41171,-5.594032,-6.510322,-5.950707,-7.896617,-3.769439,-5.699392,-7.896617,-7.896617,-5.498721,-6.510322,-7.20347,-6.798004,-5.950707,-5.817175,-5.498721,-6.510322,-7.20347,-6.104857,-5.950707,-7.20347,-7.20347,-5.699392,-7.20347,-5.594032,-7.20347,-6.287179,-6.798004,-4.677633,-4.900884,-7.20347,-6.510322,-6.510322,-6.798004,?,-5.257559,-6.510322,-7.20347,-7.896617,-5.817175,-6.287179,-6.798004,-5.699392,-5.594032,-5.817175,-6.798004,-5.950707,0
-7.454208,-6.761925,-5.845116,?,-6.761925,-6.202186,-6.761925,-6.356172,-5.203371,-6.761925,-6.356172,-5.663024,-5.439881,-5.375198,-5.845116,-6.068346,-6.538263,-8.149084,-6.761925,-6.202186,-5.950707,-5.845116,-6.356172,-5.950707,-6.538263,-6.356172,-6.538263,-6.068346,-5.203371,-6.202186,-5.203371,-5.845116,-6.068346,-6.761925,-6.761925,-6.356172,-6.538263,-5.845116,-7.049319,-6.202186,-5.103409,-6.202186,-6.356172,-7.049319,-6.356172,-5.582805,-6.202186,-8.149084,?,-5.749931,0
-7.294889,?,-7.294889,-6.601006,-6.888934,?,?,-7.986565,-5.502639,?,-7.294889,-6.888934,?,-6.888934,?,-6.601006,-7.294889,-7.986565,?,-6.888934,-6.888934,-7.294889,-7.986565,?,-7.986565,-7.986565,-6.601006,-6.888934,-7.294889,-7.294889,-7.294889,-5.043055,-6.195786,?,-6.888934,-7.294889,-6.195786,?,-5.502639,-4.729374,-6.888934,-6.195786,-6.888934,-5.790321,-7.986565,-6.601006,-6.195786,-6.888934,-7.294889,-5.58974,0
-5.279496,-6.195786,-5.790321,-5.908227,-6.195786,-5.908227,-5.790321,-5.684863,-5.908227,-5.15439,-6.195786,-6.041495,-6.378304,-5.58974,-5.502639,-4.852094,-5.684863,-5.502639,-5.043055,-6.041495,-7.986565,-5.58974,-6.195786,-6.378304,-6.378304,-6.041495,-6.041495,-6.041495,-5.790321,-6.195786,-5.502639,?,-5.908227,-5.502639,-5.502639,-6.601006,-5.58974,-6.041495,-5.58974,-6.041495,-6.041495,-6.041495,-5.58974,-6.041495,-7.986565,-6.041495,-6.378304,-6.195786,-7.986565,-5.790321,1
-6.041495,-5.422521,-4.943023,-6.041495,-5.908227,-5.348559,-6.041495,-5.279496,-5.422521,-6.195786,-5.279496,-5.502639,-5.790321,-5.15439,-5.348559,-5.422521,-5.908227,-5.684863,-5.790321,-6.041495,-5.502639,-5.684863,-5.58974,-6.601006,-5.684863,-5.58974,-5.790321,-5.502639,-5.422521,-5.502639,-5.790321,-6.888934,-6.041495,-5.58974,-6.195786,-7.294889,-5.790321,-5.279496,-5.790321,-5.684863,-5.422521,-5.58974,-5.684863,-6.041495,-7.294889,-5.502639,-6.195786,-5.790321,-7.294889,-6.195786,1
-6.287179,-7.20347,-6.510322,-5.699392,-6.510322,-6.510322,?,-6.798004,-4.046412,-6.798004,-6.510322,-6.104857,-6.510322,-6.798004,-6.798004,-6.510322,?,-7.896617,-6.510322,-6.510322,-6.798004,-6.798004,-7.896617,-6.510322,-7.896617,-7.896617,?,-6.510322,-7.896617,-7.20347,-6.798004,-4.370177,-6.104857,?,-7.896617,-5.817175,-6.104857,-6.798004,-6.798004,-5.950707,-6.798004,-6.798004,-6.287179,-6.510322,?,-6.510322,-7.20347,-6.798004,-7.20347,-6.510322,0
-6.461148,-7.377759,-8.069307,-5.585999,-6.972827,-6.279147,-6.279147,-6.972827,-4.158883,-7.377759,-7.377759,?,-6.279147,-7.377759,-8.069307,-6.461148,-8.069307,-7.377759,-5.585999,?,-8.069307,-6.279147,-8.069307,-7.377759,-8.069307,-6.972827,-6.684612,-6.279147,-8.069307,-8.069307,-8.069307,-5.075174,-6.972827,-6.124767,-6.461148,-7.377759,-6.461148,-6.972827,-7.377759,?,-7.377759,-6.124767,-7.377759,-8.069307,-6.461148,-8.069307,-7.377759,-6.461148,-6.461148,-6.684612,0
-6.195786,-6.601006,-6.888934,-6.601006,-5.502639,-6.888934,-6.601006,?,-6.601006,-6.195786,-7.986565,?,-6.378304,?,-7.294889,-7.294889,-6.041495,-6.195786,?,-5.502639,-7.294889,-6.041495,-7.986565,-7.986565,-6.888934,-6.378304,-5.908227,-5.790321,-5.684863,-7.986565,-7.986565,-7.986565,-5.908227,-7.294889,-5.684863,-5.790321,-4.768631,-7.294889,-6.601006,?,-6.888934,-6.195786,-5.790321,-7.986565,-5.684863,-6.378304,-6.888934,-6.378304,-6.378304,-5.422521,1
-7.846803,-7.154935,-5.768321,?,?,-6.749044,?,-6.749044,-5.545241,?,-5.90199,-6.461148,-5.650431,-7.154935,-5.768321,-6.238389,?,-6.461148,-6.461148,-5.545241,-6.055896,-5.449838,-5.449838,-6.749044,-7.154935,-5.90199,-6.238389,-6.238389,-4.957426,-5.545241,-5.768321,-6.749044,-6.749044,-6.749044,-5.90199,-6.055896,?,-7.846803,?,-5.90199,-5.208659,-6.055896,-5.90199,-6.749044,-6.749044,-5.282838,?,-6.238389,-6.461148,-5.768321,1
-7.10377,?,-7.10377,-7.796917,?,-7.10377,?,-6.697494,-3.221755,-7.10377,-6.410015,-7.10377,-6.004752,-6.697494,-6.697494,?,?,?,?,-7.796917,-7.796917,-6.697494,-6.697494,-7.796917,-7.796917,?,-7.796917,-6.697494,?,-7.796917,-6.410015,-3.60682,?,-7.10377,?,-7.796917,-6.697494,-7.796917,-7.796917,-6.697494,-7.796917,-7.796917,?,-7.796917,-7.796917,-6.697494,-7.10377,-6.697494,-6.697494,?,1
-5.908227,-6.888934,-7.294889,-5.58974,-6.888934,?,-6.041495,-7.294889,-4.691709,-6.195786,?,-7.986565,-6.378304,-6.888934,-7.294889,-5.097174,-6.378304,-6.888934,-5.908227,-6.378304,-7.986565,-6.888934,-6.378304,?,-7.986565,-7.294889,-6.378304,-6.601006,-7.986565,-7.986565,?,-6.601006,-5.58974,-6.601006,-6.041495,-6.195786,-6.378304,-6.601006,-6.888934,-7.294889,-6.888934,-6.601006,-7.294889,?,-6.601006,-6.601006,-5.502639,-5.790321,-6.888934,-6.378304,0
-6.888934,-7.986565,-5.422521,-7.986565,-6.378304,-5.684863,-7.986565,-5.908227,?,-6.378304,-6.601006,-6.195786,-5.790321,-6.041495,-6.041495,-5.790321,-6.195786,-6.195786,-5.908227,-6.195786,-6.195786,-5.58974,-6.601006,-5.58974,-6.041495,-5.790321,-7.986565,-5.684863,-5.097174,-5.908227,-5.790321,?,-7.986565,-6.601006,?,-5.790321,-5.348559,-5.422521,-5.908227,-6.378304,-4.943023,-5.58974,-6.888934,-5.908227,-5.502639,-5.790321,-7.986565,-6.041495,?,-6.195786,1
-6.888934,-6.195786,-5.790321,-6.888934,-5.908227,-6.888934,-6.888934,-5.348559,-4.943023,?,?,-6.378304,-6.041495,-6.888934,-6.378304,-5.422521,-6.601006,-7.294889,-6.888934,-5.908227,-6.378304,-6.195786,-5.790321,-6.041495,-6.378304,-6.195786,-7.986565,-6.195786,-5.422521,-6.378304,-5.790321,?,-6.888934,-6.195786,-7.294889,-5.908227,?,-6.041495,-6.888934,-5.790321,-5.348559,-6.888934,-6.888934,-6.888934,?,-6.195786,-6.378304,-6.041495,?,-5.502639,0
-5.257559,-6.104857,-5.498721,-4.952178,-7.20347,-5.498721,-6.798004,-6.798004,-4.158883,-5.817175,-6.104857,-6.798004,-6.104857,-7.20347,-6.798004,-5.124028,-6.104857,-6.104857,-5.498721,-5.950707,-5.950707,-7.20347,-6.510322,-7.896617,-5.817175,-6.287179,-6.510322,-7.896617,-6.510322,-5.699392,-6.510322,-5.124028,-5.41171,-5.41171,-6.510322,-6.104857,-7.20347,-6.798004,-7.896617,-6.798004,-7.896617,-6.510322,-6.798004,-6.798004,-6.798004,-7.20347,-6.798004,-5.950707,-5.950707,-6.798004,0
-7.294889,-6.041495,-6.378304,-7.986565,-6.378304,-5.348559,-6.195786,-6.041495,-7.986565,-6.888934,-5.043055,-5.58974,-5.58974,-5.502639,-5.214896,-5.58974,-6.378304,-6.041495,-7.294889,-5.684863,-5.58974,-5.348559,-5.58974,-5.15439,-5.684863,-5.908227,?,-6.888934,-4.991863,-5.15439,-4.991863,?,-6.041495,-6.378304,-6.378304,-7.986565,-7.294889,-5.214896,-7.986565,-6.378304,-4.896459,-5.684863,-6.378304,-6.601006,-6.195786,-5.58974,-7.986565,-7.294889,-4.991863,-6.378304,0
-6.195786,-6.888934,-7.294889,-5.58974,-6.888934,-7.294889,?,-7.294889,-4.349908,-5.684863,-6.888934,-7.294889,-6.601006,-7.986565,-6.601006,-6.195786,-6.378304,-6.601006,-6.195786,-6.378304,-7.294889,-6.888934,-6.601006,-7.294889,?,-6.888934,-6.888934,-7.986565,-6.601006,-7.294889,-7.294889,-6.378304,-5.502639,-6.601006,-6.888934,-6.601006,-5.58974,-7.986565,-6.378304,-5.908227,-6.195786,-7.294889,-7.294889,-6.601006,-6.378304,-7.294889,-6.195786,-6.601006,?,-5.684863,1
-6.888934,-7.986565,-6.888934,-6.195786,-7.986565,-7.986565,-7.986565,?,-3.828647,-7.986565,?,-6.195786,-6.378304,?,-6.601006,-7.986565,-7.986565,-7.986565,-7.294889,-6.601006,-7.294889,-7.294889,-6.888934,?,-7.986565,-7.986565,?,-6.888934,-6.888934,?,-5.908227,-4.137356,-6.601006,?,?,-6.195786,-7.294889,-7.986565,-7.294889,-5.502639,?,-7.986565,-7.986565,-7.294889,-6.601006,-6.041495,-5.908227,-6.041495,-7.986565,-7.986565,0
-6.104857,-7.20347,-6.104857,-6.104857,-6.510322,-6.510322,?,-6.798004,-6.798004,-5.950707,-6.798004,-7.896617,-5.498721,-6.798004,-5.331667,-5.950707,?,-6.798004,-7.20347,-5.124028,-7.896617,-5.699392,-6.287179,-5.594032,-7.20347,-6.510322,-7.20347,-7.20347,-5.331667,-5.594032,-5.950707,?,-7.896617,-6.287179,-7.20347,-5.498721,-6.287179,-6.798004,-5.498721,-6.287179,-5.498721,-5.950707,-6.798004,-6.287179,-5.950707,-5.950707,-6.798004,-6.287179,?,-5.498721,1
?,?,?,-6.287179,-7.896617,-6.510322,-7.20347,-6.798004,-3.98454,-6.510322,-6.510322,-7.896617,-6.510322,-7.20347,-6.798004,-6.798004,-6.798004,-6.798004,-7.20347,-6.287179,-7.20347,-7.896617,-7.896617,-7.20347,?,-6.510322,-7.20347,-7.20347,-5.699392,-6.510322,-7.896617,-4.313023,-6.510322,-7.896617,-7.896617,-7.20347,-6.510322,-6.287179,-6.510322,-5.699392,-5.950707,-7.896617,?,-6.510322,-7.896617,-6.510322,-7.896617,-6.510322,-7.896617,-6.104857,0
-6.041495,-6.195786,-7.986565,-7.294889,-7.986565,-7.294889,-6.888934,-7.294889,-5.348559,?,-7.294889,?,-6.378304,-7.294889,?,-6.888934,-7.986565,-7.294889,-5.684863,-7.294889,-7.986565,-6.601006,?,-7.986565,-6.378304,-7.986565,-7.294889,-7.986565,-7.986565,-7.986565,-6.601006,-6.041495,-7.294889,-6.378304,-6.195786,-7.294889,-6.888934,-7.986565,-7.294889,?,-6.378304,-7.986565,?,?,-7.294889,?,-6.195786,?,-3.782839,-6.041495,0
-6.601006,-6.195786,-5.684863,-6.888934,-6.195786,-6.601006,-6.601006,-6.378304,?,-5.790321,-5.790321,-6.601006,-5.502639,?,-5.908227,-6.888934,-5.502639,-5.684863,-6.888934,-6.888934,-6.195786,-6.888934,-5.684863,-7.294889,-6.378304,-5.214896,-6.195786,-5.422521,-5.790321,-6.888934,-5.684863,?,-6.378304,-6.888934,-5.422521,-7.294889,-5.908227,-6.041495,-5.422521,-5.348559,-5.043055,-6.378304,-5.908227,-6.601006,-5.790321,-5.684863,-6.378304,-6.378304,-7.294889,-5.908227,1
-6.195786,-6.888934,-7.986565,-5.908227,?,-7.986565,-6.601006,-6.601006,-4.461156,-6.378304,-7.986565,-6.601006,-6.378304,-6.378304,-7.986565,-5.422521,-6.601006,-6.378304,-6.888934,?,-7.294889,-6.378304,-7.986565,-7.294889,-6.378304,-6.601006,-6.195786,?,?,-7.294889,-6.601006,-5.908227,-5.790321,-6.378304,-6.888934,-7.986565,-6.888934,-7.294889,-7.294889,?,-7.294889,-7.986565,-7.294889,-7.986565,-6.195786,-7.294889,-6.378304,?,-5.348559,-7.986565,0
-6.041495,-7.986565,-6.601006,-5.908227,-6.601006,-6.888934,-7.294889,-6.378304,-4.620182,-6.195786,-6.601006,-7.294889,-7.986565,?,-7.294889,-6.888934,-6.378304,-7.294889,-7.294889,-6.888934,-6.888934,-7.986565,?,?,-7.294889,-7.986565,-6.601006,-6.888934,-6.195786,-6.601006,?,-5.684863,-6.601006,-7.294889,-6.888934,-6.601006,-7.294889,-6.378304,-6.601006,-5.908227,-7.294889,-7.294889,-6.601006,-6.601006,-7.986565,-7.294889,-6.888934,-5.908227,?,-5.58974,0
-7.294889,-6.888934,-7.294889,-6.601006,-6.601006,-7.294889,-7.294889,-6.601006,-5.348559,-6.195786,-6.041495,-5.502639,-6.888934,-6.888934,-6.888934,-5.790321,-6.195786,-5.790321,-5.908227,-7.986565,-6.195786,-6.195786,-6.041495,-6.378304,-5.684863,-6.378304,-5.684863,-6.601006,?,-6.378304,-6.378304,-5.15439,-5.790321,-6.195786,-5.790321,-5.908227,-6.378304,-6.378304,-6.888934,?,-7.986565,-7.986565,-6.601006,-6.601006,-6.888934,-5.790321,-6.378304,-6.888934,-7.294889,-6.601006,1
-7.377759,-6.972827,-7.377759,-6.972827,-8.069307,-7.377759,-6.124767,-6.461148,-4.119662,-6.279147,-6.684612,?,-6.461148,-7.377759,-6.972827,-6.972827,-6.684612,-7.377759,-7.377759,-8.069307,-8.069307,-6.461148,-8.069307,-6.972827,-6.972827,-6.972827,-6.461148,-6.279147,-6.124767,-6.684612,-6.461148,-5.505834,-6.461148,-8.069307,-6.279147,-7.377759,-6.684612,-6.461148,?,-6.972827,-7.377759,-6.972827,-7.377759,-6.684612,-6.124767,-6.972827,-6.461148,?,-5.672865,-6.972827,0
-4.768631,-6.195786,-5.908227,-4.991863,-6.041495,-5.58974,-5.58974,-5.908227,-6.378304,-6.195786,-6.041495,-7.294889,-5.58974,-6.378304,-6.041495,-5.097174,-6.041495,-5.502639,-5.043055,-5.502639,-6.378304,-5.502639,-6.041495,-7.986565,-6.195786,-5.790321,-6.601006,-6.378304,-6.041495,-5.58974,-6.601006,-7.986565,-5.422521,-5.279496,-5.684863,-5.348559,-6.378304,-5.684863,-5.214896,-7.986565,-5.422521,-6.601006,-6.601006,-5.684863,-6.601006,-6.378304,-5.15439,-6.601006,?,-5.684863,1
-7.20347,-7.896617,-5.817175,?,-7.20347,?,?,?,?,?,-7.896617,-6.798004,-7.896617,?,-7.20347,?,-6.510322,-6.510322,-7.896617,-5.950707,?,?,-6.798004,?,?,-6.287179,?,-6.798004,-5.594032,-7.896617,-6.287179,?,-7.896617,?,-7.896617,-6.798004,-5.950707,?,-6.287179,-4.718451,-7.20347,-6.510322,-6.287179,-5.817175,-7.20347,-7.896617,-6.798004,-6.104857,-7.896617,-6.798004,0
-5.684863,-7.294889,-6.601006,-5.097174,-6.888934,-6.041495,-6.195786,-6.888934,-7.294889,-6.888934,-6.378304,-7.294889,-5.908227,-6.601006,-6.041495,-5.502639,-6.601006,-6.041495,-5.908227,-6.041495,-7.986565,-6.195786,-6.041495,-6.195786,-7.294889,-6.041495,-7.294889,-6.195786,-6.041495,-6.601006,-6.041495,?,-5.279496,-5.790321,-7.986565,-6.378304,-5.908227,-5.908227,-5.684863,-5.097174,-6.601006,-5.684863,-5.422521,-5.502639,-6.378304,-6.378304,-6.378304,-6.041495,?,-5.348559,0
-6.888934,-6.601006,-6.601006,-5.908227,-6.195786,-6.601006,-5.908227,-6.888934,-5.097174,-5.908227,-7.294889,-7.294889,-6.601006,-7.294889,-6.601006,-7.294889,-6.888934,-6.888934,-5.790321,-6.195786,-6.601006,-5.790321,-7.294889,-6.888934,-7.986565,-7.294889,-6.041495,-5.502639,-5.790321,-6.601006,?,-6.041495,-6.041495,-7.294889,-5.58974,-6.041495,-5.58974,-7.294889,-5.684863,-6.601006,-6.041495,-6.378304,-5.908227,?,-6.195786,-5.908227,-5.279496,-5.58974,-7.294889,-6.601006,0
-7.986565,-6.195786,-5.908227,-6.195786,-6.601006,-7.986565,-6.601006,-7.986565,-4.226323,-7.986565,-7.294889,?,-7.294889,?,?,-5.908227,-6.601006,-5.908227,-6.378304,-5.908227,-7.986565,-6.601006,-6.195786,-7.294889,?,-6.378304,?,-7.294889,-6.378304,-6.601006,-6.378304,-4.809492,-5.502639,-7.986565,-6.378304,-7.294889,-6.601006,?,-5.502639,-7.986565,-6.601006,-7.986565,-6.041495,-6.378304,-6.195786,-7.986565,-6.888934,-7.294889,-6.601006,-7.294889,0
-6.041495,-6.601006,?,-5.790321,-7.294889,-6.601006,-7.986565,-7.294889,-4.432142,-7.294889,-7.986565,-7.294889,-6.888934,-7.986565,-6.888934,-6.041495,?,-7.294889,-6.041495,-6.601006,-6.888934,-6.888934,-6.888934,-7.986565,-7.294889,-7.986565,?,?,-7.294889,-6.888934,-7.294889,-4.943023,-5.684863,-6.888934,-7.986565,-7.986565,-6.888934,-7.294889,-6.378304,-4.116345,-6.041495,-6.888934,-7.294889,-4.768631,?,-6.888934,-6.888934,-6.601006,?,-7.294889,0
-7.943393,-7.943393,-6.84478,-7.250246,?,-7.250246,-7.943393,-6.84478,-6.557098,-7.943393,-7.250246,-6.84478,-7.943393,-7.943393,-7.250246,?,-6.84478,-7.250246,-6.557098,-5.303933,?,-7.943393,-6.557098,-6.84478,?,-6.333392,-7.943393,-6.333392,-5.378227,-7.943393,-6.84478,-6.557098,-7.250246,?,-7.943393,-6.333392,-6.84478,?,-5.745855,-5.863599,-6.84478,-6.84478,-5.99708,-6.557098,-7.250246,-6.151164,-6.333392,-5.745855,?,-6.84478,0
-4.991863,-6.378304,-5.214896,-5.348559,-6.888934,-5.58974,-6.041495,-5.502639,-6.601006,-5.422521,-5.908227,-5.790321,-5.422521,-5.790321,-5.279496,-5.908227,-5.502639,-5.502639,-5.097174,-6.195786,-6.378304,-6.888934,-6.378304,-6.195786,-5.58974,-5.684863,-6.195786,-5.214896,-5.790321,-5.908227,-5.908227,?,-5.790321,-5.348559,-6.601006,-5.214896,-6.378304,-5.908227,-6.041495,-6.888934,-5.908227,-5.58974,-5.502639,-6.888934,-6.378304,-5.908227,-5.908227,-6.378304,-6.041495,-6.601006,1
-5.498721,-6.104857,-5.41171,-6.287179,-5.257559,-7.896617,-5.699392,-7.20347,-4.952178,-5.257559,-6.104857,-6.798004,-6.798004,-5.950707,-6.510322,-6.287179,-5.257559,-5.41171,-5.594032,-5.188567,-7.20347,-6.798004,-6.104857,-6.798004,-7.20347,-5.699392,-7.20347,-7.20347,-5.950707,-6.510322,-6.510322,-6.104857,-5.594032,-7.896617,?,-5.950707,-7.20347,-6.287179,-5.006245,-6.798004,-6.510322,-6.510322,-5.41171,?,-6.798004,-5.817175,-5.41171,-5.817175,-7.20347,-6.798004,0
-5.908227,-6.601006,-5.684863,-5.908227,-7.294889,-6.378304,-6.378304,?,-3.944495,-6.601006,-6.601006,-7.986565,-6.041495,-7.986565,-6.888934,-6.601006,-6.378304,-6.195786,-6.888934,-6.378304,-6.888934,-6.195786,-5.790321,-6.378304,-6.378304,-7.294889,-6.888934,-6.378304,-6.041495,-6.601006,-6.888934,-4.158883,-6.378304,-6.195786,-5.908227,-6.195786,-7.986565,-6.888934,-6.041495,-5.502639,-6.888934,-6.601006,-5.908227,-5.502639,-7.986565,-6.195786,-6.888934,-6.888934,?,-6.888934,0
-6.378304,-6.888934,-5.684863,-5.790321,-6.601006,-5.908227,-6.195786,-5.790321,-5.684863,-5.908227,-6.041495,-6.041495,-6.041495,-6.888934,-5.422521,-5.790321,-6.888934,-6.888934,-6.601006,-6.378304,-7.294889,-5.684863,-5.684863,-5.908227,-7.986565,-6.041495,-7.294889,-6.601006,-5.502639,-5.279496,-6.601006,-5.502639,-6.195786,-5.58974,-6.195786,-5.908227,-7.986565,-5.790321,-6.195786,-6.601006,-5.422521,-6.601006,-5.15439,-6.195786,-6.601006,-5.58974,-7.294889,-6.378304,-6.195786,-6.888934,0
-6.269064,?,-5.863599,?,?,-6.962211,?,-6.269064,-4.397262,-6.269064,?,?,-5.575917,-6.269064,-5.863599,-6.962211,-6.269064,?,-6.962211,?,-6.962211,-5.863599,-5.863599,?,-6.962211,?,?,-5.863599,-6.962211,-5.863599,-6.962211,?,-6.962211,-6.962211,-6.962211,-6.269064,?,?,-6.962211,-5.352774,-6.269064,-5.575917,-6.269064,?,-5.352774,?,-6.962211,?,-5.016301,-5.863599,1
-6.888934,-7.986565,-7.294889,-7.986565,-7.986565,-6.601006,-6.601006,-7.294889,-3.59306,-7.294889,?,-6.888934,-7.294889,?,-6.888934,-6.888934,-6.888934,-7.986565,-7.986565,-7.294889,-6.888934,-6.888934,-7.294889,-7.986565,-7.986565,?,-6.888934,-6.601006,-6.378304,-6.888934,-7.986565,-4.768631,-5.908227,-7.294889,-6.195786,-7.294889,-6.601006,-6.041495,-7.986565,-7.986565,-6.888934,-7.294889,-7.294889,-5.684863,-7.294889,?,-6.041495,-7.294889,?,-6.601006,1
-5.348559,-7.294889,-6.195786,-6.378304,-6.888934,-6.601006,-6.601006,-6.601006,-7.294889,-7.294889,-6.195786,-6.378304,-7.294889,-7.986565,-5.908227,-5.58974,-7.986565,-7.294889,-5.790321,-6.601006,-6.888934,-6.195786,-5.908227,-6.601006,-7.986565,-6.195786,-6.601006,-5.908227,-5.097174,-6.378304,-6.041495,-7.986565,-6.601006,-5.58974,-7.294889,-7.294889,-5.908227,-6.888934,-6.041495,-5.684863,-6.601006,-6.378304,-6.888934,-6.041495,-6.195786,-6.888934,-6.888934,-6.195786,?,-5.214896,0
?,-6.888934,-7.294889,-7.294889,-7.986565,?,-7.986565,-7.986565,-4.620182,-7.986565,-7.986565,-7.986565,-7.294889,-7.294889,-7.986565,-7.986565,-7.986565,-7.986565,?,-6.378304,-6.888934,-7.986565,?,?,?,-7.294889,-7.986565,-6.378304,-6.378304,-7.294889,-7.294889,-5.790321,-6.888934,-7.986565,-7.294889,-7.294889,-7.294889,?,-6.195786,-5.279496,?,-7.986565,-7.986565,-5.908227,-6.888934,-6.378304,?,-6.888934,-6.378304,-5.908227,1
